Details || Player,Details || Nation,Details || Age,Details || Born,Details || Pos,Details || Squad,Details || Comp,Playing Time || MP,Playing Time || Starts,Playing Time || Min,Performance || Gls,Performance || Ast,Performance || G+A,Pct || Gls Percentile,Pct || Ast Percentile,Pct || G+A Percentile,Details || Squad 1,Details || Squad 2,Details || Comp 1,Details || Comp 2
Fisayo Dele-Bashiru,ng NGA,23,2001,"MF,FW",Lazio,it Serie A,20,12,947,3,1,4,72.27164887307237,53.084223013048636,65.0355871886121,Lazio,,it Serie A,
Florent Mollet,fr FRA,32,1991,"MF,FW",Nantes,fr Ligue 1,9,3,242,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Nantes,,fr Ligue 1,
Florent Muslija,xk KVX,26,1998,"FW,MF",Freiburg,de Bundesliga,9,0,168,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Freiburg,,de Bundesliga,
Florian Ayé,fr FRA,27,1997,FW,Auxerre,fr Ligue 1,26,4,575,2,0,2,62.30723606168446,21.5005931198102,47.39027283511269,Auxerre,,fr Ligue 1,
Florian Grillitsch,at AUT,28,1995,MF,"Valladolid,Hoffenheim","es La Liga,de Bundesliga",21,15,1224,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Valladolid,Hoffenheim,es La Liga,de Bundesliga
Florian Micheler,at AUT,19,2005,MF,Hoffenheim,de Bundesliga,1,0,32,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Hoffenheim,,de Bundesliga,
Florian Neuhaus,de GER,27,1997,MF,Gladbach,de Bundesliga,18,2,382,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Gladbach,,de Bundesliga,
Florian Sotoca,fr FRA,33,1990,"FW,MF",Lens,fr Ligue 1,31,22,1794,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Lens,,fr Ligue 1,
Florian Tardieu,fr FRA,32,1992,MF,Saint-Étienne,fr Ligue 1,24,13,1252,2,4,6,62.30723606168446,86.98102016607355,75.62277580071175,Saint-Étienne,,fr Ligue 1,
Florian Thauvin,fr FRA,31,1993,"FW,MF",Udinese,it Serie A,25,24,1956,8,3,11,91.19217081850533,79.7153024911032,89.1459074733096,Udinese,,it Serie A,
Florian Wirtz,de GER,21,2003,"MF,FW",Leverkusen,de Bundesliga,31,25,2351,10,12,22,94.54329774614472,99.79240806642942,98.54685646500593,Leverkusen,,de Bundesliga,
Florinel Coman,ro ROU,26,1998,"FW,MF",Cagliari,it Serie A,9,2,263,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Cagliari,,it Serie A,
Flynn Downes,eng ENG,25,1999,MF,Southampton,eng Premier League,27,25,2151,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Southampton,,eng Premier League,
Fodé Ballo-Touré,sn SEN,27,1997,"DF,MF",Le Havre,fr Ligue 1,10,9,589,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Le Havre,,fr Ligue 1,
Folarin Balogun,us USA,23,2001,FW,Monaco,fr Ligue 1,13,7,615,4,0,4,78.97390272835112,21.5005931198102,65.0355871886121,Monaco,,fr Ligue 1,
Fran Beltrán,es ESP,25,1999,MF,Celta Vigo,es La Liga,34,29,2421,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Celta Vigo,,es La Liga,
Francesco Camarda,it ITA,16,2008,"FW,MF",Milan,it Serie A,10,1,206,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Milan,,it Serie A,
Francesco Caputo,it ITA,36,1987,FW,Empoli,it Serie A,1,0,6,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Empoli,,it Serie A,
Francis Coquelin,fr FRA,33,1991,MF,Nantes,fr Ligue 1,6,3,224,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Nantes,,fr Ligue 1,
Francisco Conceição,pt POR,21,2002,"FW,MF",Juventus,it Serie A,26,12,1340,3,3,6,72.27164887307237,79.7153024911032,75.62277580071175,Juventus,,it Serie A,
Francisco Perez,es ESP,21,2002,"FW,MF",Valencia,es La Liga,26,4,570,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Valencia,,es La Liga,
Franck Honorat,fr FRA,27,1996,FW,Gladbach,de Bundesliga,19,18,1439,4,7,11,78.97390272835112,96.17437722419929,89.1459074733096,Gladbach,,de Bundesliga,
Franco Cervi,ar ARG,30,1994,"FW,MF",Celta Vigo,es La Liga,7,4,273,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Celta Vigo,,es La Liga,
Frank Magri,cm CMR,24,1999,"FW,MF",Toulouse,fr Ligue 1,31,17,1516,5,1,6,83.27402135231317,53.084223013048636,75.62277580071175,Toulouse,,fr Ligue 1,
Frank Onyeka,ng NGA,26,1998,MF,"Brentford,Augsburg","eng Premier League,de Bundesliga",33,30,2611,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Brentford,Augsburg,eng Premier League,de Bundesliga
Frans Krätzig,de GER,21,2003,"DF, DF,MF","Heidenheim,Stuttgart","de Bundesliga,de Bundesliga",17,16,1273,1,2,3,47.805456702253856,69.42467378410439,57.147093712930015,Heidenheim,Stuttgart,de Bundesliga,de Bundesliga
Fredrik Jensen,fi FIN,26,1997,MF,Augsburg,de Bundesliga,20,9,763,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Augsburg,,de Bundesliga,
Frenkie de Jong,nl NED,27,1997,MF,Barcelona,es La Liga,26,9,1143,2,2,4,62.30723606168446,69.42467378410439,65.0355871886121,Barcelona,,es La Liga,
Fábio Silva,pt POR,22,2002,FW,Las Palmas,es La Liga,24,22,1866,10,3,13,94.54329774614472,79.7153024911032,92.05219454329774,Las Palmas,,es La Liga,
Félix Lemaréchal,fr FRA,20,2003,"MF,FW",Strasbourg,fr Ligue 1,27,20,1779,4,3,7,78.97390272835112,79.7153024911032,79.2111506524318,Strasbourg,,fr Ligue 1,
Gabin Capuano,fr FRA,18,2006,FW,Lens,fr Ligue 1,1,0,11,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Lens,,fr Ligue 1,
Gabriel Bares,ch SUI,23,2000,"MF,DF",Montpellier,fr Ligue 1,6,0,56,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Montpellier,,fr Ligue 1,
Gabriel Charpentier,cg CGO,25,1999,FW,Parma,it Serie A,10,0,271,1,2,3,47.805456702253856,69.42467378410439,57.147093712930015,Parma,,it Serie A,
Gabriel Jesus,br BRA,27,1997,FW,Arsenal,eng Premier League,17,6,608,3,0,3,72.27164887307237,21.5005931198102,57.147093712930015,Arsenal,,eng Premier League,
Gabriel Martinelli,br BRA,23,2001,"FW,MF",Arsenal,eng Premier League,33,25,2290,8,4,12,91.19217081850533,86.98102016607355,90.74733096085409,Arsenal,,eng Premier League,
Gabriel Moscardo,br BRA,18,2005,"MF,DF",Reims,fr Ligue 1,6,0,84,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Reims,,fr Ligue 1,
Gabriel Osei Misehouy,nl NED,19,2005,"FW,MF",Girona,es La Liga,9,1,257,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Girona,,es La Liga,
Gabriel Strefezza,br BRA,27,1997,"FW,MF",Como,it Serie A,37,32,2619,6,4,10,86.71411625148279,86.98102016607355,87.18861209964413,Como,,it Serie A,
Gabriel Vidovic,hr CRO,20,2003,MF,"Mainz 05,Bayern Munich","de Bundesliga,de Bundesliga",5,0,28,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Mainz 05,Bayern Munich,de Bundesliga,de Bundesliga
Gaetano Castrovilli,it ITA,27,1997,"MF, MF,FW","Monza,Lazio","it Serie A,it Serie A",21,8,744,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Monza,Lazio,it Serie A,it Serie A
Gaetano Oristanio,it ITA,21,2002,"FW,MF",Venezia,it Serie A,37,29,2315,3,3,6,72.27164887307237,79.7153024911032,75.62277580071175,Venezia,,it Serie A,
Gastón Pereiro,uy URU,29,1995,MF,Genoa,it Serie A,2,0,31,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Genoa,,it Serie A,
Gavi,es ESP,19,2004,"MF,FW",Barcelona,es La Liga,26,14,1085,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Barcelona,,es La Liga,
Gaëtan Laborde,fr FRA,30,1994,FW,Nice,fr Ligue 1,28,20,1829,11,4,15,95.93712930011863,86.98102016607355,94.66192170818505,Nice,,fr Ligue 1,
Gaëtan Perrin,fr FRA,28,1996,"MF,FW",Auxerre,fr Ligue 1,34,31,2691,10,11,21,94.54329774614472,99.61447212336893,98.22064056939502,Auxerre,,fr Ligue 1,
Geoffrey Kondogbia,cf CTA,31,1993,"DF,MF",Marseille,fr Ligue 1,25,22,2020,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Marseille,,fr Ligue 1,
George Hirst,sct SCO,25,1999,FW,Ipswich Town,eng Premier League,26,5,661,3,1,4,72.27164887307237,53.084223013048636,65.0355871886121,Ipswich Town,,eng Premier League,
George Ilenikhena,fr FRA,17,2006,FW,Monaco,fr Ligue 1,23,6,717,3,2,5,72.27164887307237,69.42467378410439,71.14472123368921,Monaco,,fr Ligue 1,
Georges Mikautadze,ge GEO,23,2000,FW,Lyon,fr Ligue 1,34,13,1449,11,6,17,95.93712930011863,94.09845788849347,96.53024911032028,Lyon,,fr Ligue 1,
Georginio Rutter,fr FRA,22,2002,"MF,FW",Brighton,eng Premier League,28,19,1656,5,3,8,83.27402135231317,79.7153024911032,81.73190984578885,Brighton,,eng Premier League,
Gerard Gumbau,es ESP,29,1994,MF,Rayo Vallecano,es La Liga,22,7,849,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Rayo Vallecano,,es La Liga,
Gerard Moreno,es ESP,32,1992,FW,Villarreal,es La Liga,17,6,721,3,2,5,72.27164887307237,69.42467378410439,71.14472123368921,Villarreal,,es La Liga,
Germán Valera,es ESP,22,2002,MF,Valencia,es La Liga,8,1,148,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Valencia,,es La Liga,
Gerrit Holtmann,ph PHI,29,1995,"DF,FW",Bochum,de Bundesliga,23,12,1136,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Bochum,,de Bundesliga,
Giacomo Raspadori,it ITA,24,2000,"FW,MF",Napoli,it Serie A,26,11,1103,6,1,7,86.71411625148279,53.084223013048636,79.2111506524318,Napoli,,it Serie A,
Gianluca Busio,us USA,22,2002,MF,Venezia,it Serie A,33,28,2518,2,0,2,62.30723606168446,21.5005931198102,47.39027283511269,Venezia,,it Serie A,
Gianluca Caprari,it ITA,31,1993,"MF,FW",Monza,it Serie A,34,18,1651,3,2,5,72.27164887307237,69.42467378410439,71.14472123368921,Monza,,it Serie A,
Gianluca Gaetano,it ITA,24,2000,"MF,FW",Cagliari,it Serie A,28,8,1009,2,4,6,62.30723606168446,86.98102016607355,75.62277580071175,Cagliari,,it Serie A,
Gianluca Lapadula,pe PER,34,1990,"FW,MF",Cagliari,it Serie A,12,1,310,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Cagliari,,it Serie A,
Gianluca Scamacca,it ITA,25,1999,FW,Atalanta,it Serie A,1,0,6,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Atalanta,,it Serie A,
Gift Orban,ng NGA,22,2002,"FW, FW,DF","Lyon,Hoffenheim","fr Ligue 1,de Bundesliga",16,9,873,6,0,6,86.71411625148279,21.5005931198102,75.62277580071175,Lyon,Hoffenheim,fr Ligue 1,de Bundesliga
Gio Reyna,us USA,21,2002,MF,Dortmund,de Bundesliga,16,3,350,2,0,2,62.30723606168446,21.5005931198102,47.39027283511269,Dortmund,,de Bundesliga,
Giorgos Masouras,gr GRE,30,1994,"FW,MF",Bochum,de Bundesliga,14,12,1055,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Bochum,,de Bundesliga,
Giovani Lo Celso,ar ARG,28,1996,"MF,FW",Betis,es La Liga,25,15,1457,8,3,11,91.19217081850533,79.7153024911032,89.1459074733096,Betis,,es La Liga,
Giovanni Fabbian,it ITA,21,2003,MF,Bologna,it Serie A,30,9,1023,3,1,4,72.27164887307237,53.084223013048636,65.0355871886121,Bologna,,it Serie A,
Giovanni Simeone,ar ARG,29,1995,FW,Napoli,it Serie A,30,1,419,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Napoli,,it Serie A,
Giuliano Simeone,ar ARG,21,2002,MF,Atlético Madrid,es La Liga,33,26,1926,2,6,8,62.30723606168446,94.09845788849347,81.73190984578885,Atlético Madrid,,es La Liga,
Giuseppe Pezzella,it ITA,26,1997,"DF,FW",Empoli,it Serie A,35,34,2878,0,3,3,19.572953736654803,79.7153024911032,57.147093712930015,Empoli,,it Serie A,
Glen Kamara,fi FIN,28,1995,MF,Rennes,fr Ligue 1,13,8,662,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Rennes,,fr Ligue 1,
Goduine Koyalipou,cf CTA,24,2000,FW,Lens,fr Ligue 1,15,12,885,4,0,4,78.97390272835112,21.5005931198102,65.0355871886121,Lens,,fr Ligue 1,
Gonzalo García,es ESP,20,2004,"FW,DF",Real Madrid,es La Liga,3,0,56,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Real Madrid,,es La Liga,
Gonzalo Montiel,ar ARG,27,1997,"DF,MF",Sevilla,es La Liga,6,1,113,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Sevilla,,es La Liga,
Gonçalo Guedes,pt POR,27,1996,"MF,FW",Wolves,eng Premier League,29,10,995,2,4,6,62.30723606168446,86.98102016607355,75.62277580071175,Wolves,,eng Premier League,
Gonçalo Ramos,pt POR,23,2001,FW,Paris S-G,fr Ligue 1,22,12,1066,10,3,13,94.54329774614472,79.7153024911032,92.05219454329774,Paris S-G,,fr Ligue 1,
Gorka Guruzeta,es ESP,27,1996,FW,Athletic Club,es La Liga,36,21,1840,7,2,9,89.35349940688019,69.42467378410439,84.4306049822064,Athletic Club,,es La Liga,
Gorka Rivera Alonso,es ESP,19,2004,"DF,MF",Getafe,es La Liga,1,0,20,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Getafe,,es La Liga,
Granit Xhaka,ch SUI,31,1992,MF,Leverkusen,de Bundesliga,33,33,2888,2,7,9,62.30723606168446,96.17437722419929,84.4306049822064,Leverkusen,,de Bundesliga,
Grant Ranos,am ARM,21,2003,FW,Gladbach,de Bundesliga,2,0,20,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Gladbach,,de Bundesliga,
Grigoris Kastanos,cy CYP,26,1998,"MF,FW",Hellas Verona,it Serie A,27,8,872,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Hellas Verona,,it Serie A,
Grischa Prömel,de GER,29,1995,MF,Hoffenheim,de Bundesliga,2,2,174,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Hoffenheim,,de Bundesliga,
Guido Rodríguez,ar ARG,30,1994,MF,West Ham,eng Premier League,23,16,1149,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,West Ham,,eng Premier League,
Guimissongui Ouattara,fr FRA,18,2005,"DF,FW",Strasbourg,fr Ligue 1,17,3,471,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Strasbourg,,fr Ligue 1,
Gustav Isaksen,dk DEN,23,2001,FW,Lazio,it Serie A,37,29,2210,4,2,6,78.97390272835112,69.42467378410439,75.62277580071175,Lazio,,it Serie A,
Gustavo Nunes,br BRA,18,2005,"FW,MF",Brentford,eng Premier League,3,0,12,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Brentford,,eng Premier League,
Gvidas Gineitis,lt LTU,20,2004,MF,Torino,it Serie A,30,15,1430,3,1,4,72.27164887307237,53.084223013048636,65.0355871886121,Torino,,it Serie A,
Habib Diarra,sn SEN,20,2004,"MF,FW",Strasbourg,fr Ligue 1,30,27,2352,4,5,9,78.97390272835112,91.48873072360617,84.4306049822064,Strasbourg,,fr Ligue 1,
Hafiz Ibrahim,ng NGA,18,2005,FW,Reims,fr Ligue 1,11,2,391,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Reims,,fr Ligue 1,
Hakan Çalhanoğlu,tr TUR,30,1994,MF,Inter,it Serie A,29,26,1947,5,6,11,83.27402135231317,94.09845788849347,89.1459074733096,Inter,,it Serie A,
Hamed Junior Traorè,ci CIV,24,2000,MF,Auxerre,fr Ligue 1,26,26,2093,10,2,12,94.54329774614472,69.42467378410439,90.74733096085409,Auxerre,,fr Ligue 1,
Hamidou Makalou,ml MLI,18,2006,"FW,MF",Brest,fr Ligue 1,4,0,32,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Brest,,fr Ligue 1,
Hamza Choudhury,bd BAN,26,1997,"MF,DF",Leicester City,eng Premier League,4,1,131,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Leicester City,,eng Premier League,
Hamza Rafia,tn TUN,25,1999,MF,Lecce,it Serie A,18,14,1058,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Lecce,,it Serie A,
Hamzat Ojediran,ng NGA,20,2003,"MF,FW",Lens,fr Ligue 1,17,1,416,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Lens,,fr Ligue 1,
Han-Noah Massengo,fr FRA,23,2001,MF,Auxerre,fr Ligue 1,17,11,1046,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Auxerre,,fr Ligue 1,
Hans Nicolussi Caviglia,it ITA,24,2000,MF,Venezia,it Serie A,35,33,2861,4,2,6,78.97390272835112,69.42467378410439,75.62277580071175,Venezia,,it Serie A,
Haris Belkebla,dz ALG,30,1994,MF,Angers,fr Ligue 1,22,21,1792,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Angers,,fr Ligue 1,
Haris Tabakovic,ba BIH,30,1994,FW,Hoffenheim,de Bundesliga,22,6,821,3,1,4,72.27164887307237,53.084223013048636,65.0355871886121,Hoffenheim,,de Bundesliga,
Harrison Armstrong,eng ENG,17,2007,MF,Everton,eng Premier League,3,0,48,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Everton,,eng Premier League,
Harrison Reed,eng ENG,29,1995,MF,Fulham,eng Premier League,12,0,108,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Fulham,,eng Premier League,
Harry Howell,eng ENG,15,2008,FW,Brighton,eng Premier League,1,0,7,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Brighton,,eng Premier League,
Harry Kane,eng ENG,31,1993,FW,Bayern Munich,de Bundesliga,31,28,2381,26,9,35,99.8220640569395,98.69513641755634,99.94068801897983,Bayern Munich,,de Bundesliga,
Harry Wilson,wls WAL,27,1997,"FW,MF",Fulham,eng Premier League,25,12,1162,6,1,7,86.71411625148279,53.084223013048636,79.2111506524318,Fulham,,eng Premier League,
Harry Winks,eng ENG,28,1996,MF,Leicester City,eng Premier League,22,17,1538,0,2,2,19.572953736654803,69.42467378410439,47.39027283511269,Leicester City,,eng Premier League,
Harvey Barnes,eng ENG,26,1997,FW,Newcastle Utd,eng Premier League,33,17,1755,9,4,13,92.88256227758008,86.98102016607355,92.05219454329774,Newcastle Utd,,eng Premier League,
Harvey Elliott,eng ENG,21,2003,MF,Liverpool,eng Premier League,18,2,371,1,2,3,47.805456702253856,69.42467378410439,57.147093712930015,Liverpool,,eng Premier League,
Henrik Meister,dk DEN,20,2003,FW,Rennes,fr Ligue 1,4,0,63,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Rennes,,fr Ligue 1,
Henrikh Mkhitaryan,am ARM,35,1989,MF,Inter,it Serie A,32,30,2396,1,4,5,47.805456702253856,86.98102016607355,71.14472123368921,Inter,,it Serie A,
Hernani,br BRA,30,1994,MF,Parma,it Serie A,25,15,1327,3,3,6,72.27164887307237,79.7153024911032,75.62277580071175,Parma,,it Serie A,
Hianga Mananga Mbock,fr FRA,24,1999,MF,Brest,fr Ligue 1,1,0,21,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Brest,,fr Ligue 1,
Hicham Boudaoui,dz ALG,24,1999,MF,Nice,fr Ligue 1,29,27,2435,2,3,5,62.30723606168446,79.7153024911032,71.14472123368921,Nice,,fr Ligue 1,
Himad Abdelli,dz ALG,24,1999,"MF,FW",Angers,fr Ligue 1,32,32,2842,6,1,7,86.71411625148279,53.084223013048636,79.2111506524318,Angers,,fr Ligue 1,
Honest Ahanor,it ITA,16,2008,"DF,MF",Genoa,it Serie A,6,3,270,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Genoa,,it Serie A,
Hong Hyunseok,kr KOR,25,1999,MF,Mainz 05,de Bundesliga,23,4,530,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Mainz 05,,de Bundesliga,
Hugo Duro,es ESP,24,1999,FW,Valencia,es La Liga,31,25,2166,11,2,13,95.93712930011863,69.42467378410439,92.05219454329774,Valencia,,es La Liga,
Hugo Ekitike,fr FRA,22,2002,FW,Eint Frankfurt,de Bundesliga,33,31,2563,15,8,23,98.2502965599051,97.68683274021352,98.81376037959667,Eint Frankfurt,,de Bundesliga,
Hugo Guillamón,es ESP,24,2000,MF,Valencia,es La Liga,12,4,364,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Valencia,,es La Liga,
Hugo Larsson,se SWE,20,2004,MF,Eint Frankfurt,de Bundesliga,33,28,2393,3,1,4,72.27164887307237,53.084223013048636,65.0355871886121,Eint Frankfurt,,de Bundesliga,
Hugo Magnetti,fr FRA,26,1998,MF,Brest,fr Ligue 1,32,27,2323,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Brest,,fr Ligue 1,
Hugo Novoa,es ESP,21,2003,"DF,MF",Alavés,es La Liga,5,2,237,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Alavés,,es La Liga,
Hugo Sotelo,es ESP,20,2003,MF,Celta Vigo,es La Liga,24,15,1254,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Celta Vigo,,es La Liga,
Hugo Álvarez,es ESP,21,2003,"MF,DF",Celta Vigo,es La Liga,26,16,1572,4,3,7,78.97390272835112,79.7153024911032,79.2111506524318,Celta Vigo,,es La Liga,
Hwang Hee-chan,kr KOR,28,1996,"MF,FW",Wolves,eng Premier League,21,5,661,2,0,2,62.30723606168446,21.5005931198102,47.39027283511269,Wolves,,eng Premier League,
Hákon Arnar Haraldsson,is ISL,21,2003,"MF,FW",Lille,fr Ligue 1,25,21,1755,5,3,8,83.27402135231317,79.7153024911032,81.73190984578885,Lille,,fr Ligue 1,
Iago Aspas,es ESP,36,1987,"FW,MF",Celta Vigo,es La Liga,30,19,1745,10,5,15,94.54329774614472,91.48873072360617,94.66192170818505,Celta Vigo,,es La Liga,
Ibrahim Alani,ng NGA,18,2006,MF,Valladolid,es La Liga,3,1,160,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Valladolid,,es La Liga,
Ibrahim Mbaye,fr FRA,16,2008,"FW,MF",Paris S-G,fr Ligue 1,9,4,340,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Paris S-G,,fr Ligue 1,
Ibrahim Salah,ma MAR,22,2001,FW,Brest,fr Ligue 1,12,4,358,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Brest,,fr Ligue 1,
Ibrahim Sangaré,ci CIV,26,1997,MF,Nott'ham Forest,eng Premier League,13,7,590,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Nott'ham Forest,,eng Premier League,
Ibrahim Sissoko,ml MLI,28,1995,FW,Saint-Étienne,fr Ligue 1,20,8,819,3,1,4,72.27164887307237,53.084223013048636,65.0355871886121,Saint-Étienne,,fr Ligue 1,
Ibrahim Sulemana,gh GHA,21,2003,MF,Atalanta,it Serie A,9,3,283,2,0,2,62.30723606168446,21.5005931198102,47.39027283511269,Atalanta,,it Serie A,
Ibrahima Niane,sn SEN,25,1999,FW,Angers,fr Ligue 1,24,8,943,3,1,4,72.27164887307237,53.084223013048636,65.0355871886121,Angers,,fr Ligue 1,
Ibrahima Sissoko,ml MLI,26,1997,MF,Bochum,de Bundesliga,32,30,2610,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Bochum,,de Bundesliga,
Ibrahima Wadji,sn SEN,29,1995,"FW,MF",Saint-Étienne,fr Ligue 1,10,2,347,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Saint-Étienne,,fr Ligue 1,
Idrissa Gana Gueye,sn SEN,34,1989,MF,Everton,eng Premier League,37,35,3063,0,3,3,19.572953736654803,79.7153024911032,57.147093712930015,Everton,,eng Premier League,
Ignatius Ganago,cm CMR,25,1999,"FW,MF",Nantes,fr Ligue 1,11,1,241,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Nantes,,fr Ligue 1,
Igor Matanovic,hr CRO,21,2003,FW,Eint Frankfurt,de Bundesliga,16,2,312,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Eint Frankfurt,,de Bundesliga,
Igor Miladinović,rs SRB,21,2003,"FW,MF",Saint-Étienne,fr Ligue 1,3,0,26,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Saint-Étienne,,fr Ligue 1,
Ihlas Bebou,tg TOG,30,1994,MF,Hoffenheim,de Bundesliga,1,0,9,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Hoffenheim,,de Bundesliga,
Ike Orazi,ie IRL,17,2007,MF,Reims,fr Ligue 1,1,0,3,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Reims,,fr Ligue 1,
Iker Almena,es ESP,20,2004,"FW,DF",Girona,es La Liga,2,0,48,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Girona,,es La Liga,
Iker Benito,es ESP,21,2002,"FW,MF",Osasuna,es La Liga,2,0,37,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Osasuna,,es La Liga,
Iker Bravo,es ESP,19,2005,"FW,MF",Udinese,it Serie A,29,4,682,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Udinese,,it Serie A,
